origin_country,origin_wps_score,origin_region,asylum_country,asylum_wps_score,asylum_region,total_female_displaced,female_percentage
Mali,0.478,"SSA, FS",Bulgaria,0.814,CEE&CA,0,0
Rep. of Moldova,0.821,CEE&CA,Bulgaria,0.814,CEE&CA,0,0
Türkiye,0.664,CEE&CA,Rep. of Korea,,,0,0
Romania,0.801,CEE&CA,Spain,0.862,DC,0,0
South Africa,0.648,SSA,Spain,0.862,DC,0,0
Lebanon,0.575,"MENA, FS",Bulgaria,0.814,CEE&CA,0,0
Libya,0.608,"MENA, FS",Bulgaria,0.814,CEE&CA,0,0
Kazakhstan,0.722,CEE&CA,Bulgaria,0.814,CEE&CA,0,0
Tunisia,0.671,MENA,Rep. of Korea,,,0,0
Jordan,0.686,MENA,Bulgaria,0.814,CEE&CA,0,0
Turkmenistan,0.72,CEE&CA,Rep. of Korea,,,0,0
Israel,0.697,DC,Bulgaria,0.814,CEE&CA,0,0
Iraq,0.51,"MENA, FS",Bulgaria,0.814,CEE&CA,0,0
Iran (Islamic Rep. of),0.608,SA,Bulgaria,0.814,CEE&CA,0,0
India,0.607,SA,Bulgaria,0.814,CEE&CA,0,0
Tajikistan,0.685,CEE&CA,Rep. of Korea,,,0,0
Cote d'Ivoire,0.589,SSA,Bulgaria,0.814,CEE&CA,0,0
Saint Kitts and Nevis,,,Spain,0.862,DC,0,0
Haiti,0.399,"LAC, FS",Bulgaria,0.814,CEE&CA,0,0
Guinea,0.527,SSA,Bulgaria,0.814,CEE&CA,0,0
Ghana,0.639,SSA,Bulgaria,0.814,CEE&CA,0,0
Georgia,0.798,CEE&CA,Bulgaria,0.814,CEE&CA,0,0
Ethiopia,0.516,"SSA, FS",Bulgaria,0.814,CEE&CA,0,0
Turkmenistan,0.72,CEE&CA,Spain,0.862,DC,0,0
Thailand,0.761,EAP,Rep. of Korea,,,0,0
United Rep. of Tanzania,0.624,SSA,Rep. of Korea,,,0,0
Eritrea,,,Bulgaria,0.814,CEE&CA,0,0
Ecuador,0.612,LAC,Bulgaria,0.814,CEE&CA,0,0
Dem. Rep. of the Congo,0.583,"SSA, FS",Bulgaria,0.814,CEE&CA,0,0
Congo,0.583,"SSA, FS",Bulgaria,0.814,CEE&CA,0,0
Belarus,0.739,CEE&CA,Bulgaria,0.814,CEE&CA,0,0
Bangladesh,0.526,SA,Bulgaria,0.814,CEE&CA,0,0
Azerbaijan,0.653,CEE&CA,Bulgaria,0.814,CEE&CA,0,0
Armenia,0.762,CEE&CA,Bulgaria,0.814,CEE&CA,0,0
Egypt,0.617,MENA,Bulgaria,0.814,CEE&CA,0,0
Algeria,0.621,MENA,Bulgaria,0.814,CEE&CA,0,0
Syrian Arab Rep.,0.364,"MENA, FS",Rep. of Korea,,,0,0
Afghanistan,0.279,"SA, FS",Bulgaria,0.814,CEE&CA,0,0
Algeria,0.621,MENA,Serbia and Kosovo: S/RES/1244 (1999),0.844,CEE&CA,0,0
Egypt,0.617,MENA,Serbia and Kosovo: S/RES/1244 (1999),0.844,CEE&CA,0,0
Armenia,0.762,CEE&CA,Serbia and Kosovo: S/RES/1244 (1999),0.844,CEE&CA,0,0
Burundi,0.407,"SSA, FS",Serbia and Kosovo: S/RES/1244 (1999),0.844,CEE&CA,0,0
Bangladesh,0.526,SA,Serbia and Kosovo: S/RES/1244 (1999),0.844,CEE&CA,0,0
Belarus,0.739,CEE&CA,Serbia and Kosovo: S/RES/1244 (1999),0.844,CEE&CA,0,0
Bosnia and Herzegovina,0.753,CEE&CA,Serbia and Kosovo: S/RES/1244 (1999),0.844,CEE&CA,0,0
Cameroon,0.451,"SSA, FS",Serbia and Kosovo: S/RES/1244 (1999),0.844,CEE&CA,0,0
Congo,0.583,"SSA, FS",Serbia and Kosovo: S/RES/1244 (1999),0.844,CEE&CA,0,0
Dem. Rep. of the Congo,0.583,"SSA, FS",Serbia and Kosovo: S/RES/1244 (1999),0.844,CEE&CA,0,0
Cuba,,,Serbia and Kosovo: S/RES/1244 (1999),0.844,CEE&CA,0,0
Ethiopia,0.516,"SSA, FS",Serbia and Kosovo: S/RES/1244 (1999),0.844,CEE&CA,0,0
State of Palestine,,,Serbia and Kosovo: S/RES/1244 (1999),0.844,CEE&CA,0,0
Croatia,0.788,CEE&CA,Serbia and Kosovo: S/RES/1244 (1999),0.844,CEE&CA,0,0
Iran (Islamic Rep. of),0.608,SA,Serbia and Kosovo: S/RES/1244 (1999),0.844,CEE&CA,0,0
Iraq,0.51,"MENA, FS",Serbia and Kosovo: S/RES/1244 (1999),0.844,CEE&CA,0,0
Unknown ,,,Bosnia and Herzegovina,0.753,CEE&CA,0,0
Libya,0.608,"MENA, FS",Serbia and Kosovo: S/RES/1244 (1999),0.844,CEE&CA,0,0
Sudan,0.397,"MENA, FS",Rep. of Korea,,,0,0
Morocco,0.668,MENA,Serbia and Kosovo: S/RES/1244 (1999),0.844,CEE&CA,0,0
Nigeria,0.495,"SSA, FS",Serbia and Kosovo: S/RES/1244 (1999),0.844,CEE&CA,0,0
Pakistan,0.462,SA,Serbia and Kosovo: S/RES/1244 (1999),0.844,CEE&CA,0,0
Romania,0.801,CEE&CA,Serbia and Kosovo: S/RES/1244 (1999),0.844,CEE&CA,0,0
Russian Federation,0.718,CEE&CA,Serbia and Kosovo: S/RES/1244 (1999),0.844,CEE&CA,0,0
Somalia,0.455,"MENA, FS",Serbia and Kosovo: S/RES/1244 (1999),0.844,CEE&CA,0,0
Tunisia,0.671,MENA,Bosnia and Herzegovina,0.753,CEE&CA,0,0
Sudan,0.397,"MENA, FS",Serbia and Kosovo: S/RES/1244 (1999),0.844,CEE&CA,0,0
Syrian Arab Rep.,0.364,"MENA, FS",Serbia and Kosovo: S/RES/1244 (1999),0.844,CEE&CA,0,0
Sudan,0.397,"MENA, FS",Bosnia and Herzegovina,0.753,CEE&CA,0,0
Stateless,,,Rep. of Korea,,,0,0
Sierra Leone,0.601,SSA,Bosnia and Herzegovina,0.753,CEE&CA,0,0
United States of America,0.84,DC,Serbia and Kosovo: S/RES/1244 (1999),0.844,CEE&CA,0,0
Viet Nam,0.721,EAP,Rep. of Korea,,,0,0
Stateless,,,Viet Nam,0.721,EAP,0,0
Afghanistan,0.279,"SA, FS",South Sudan,0.411,"SSA, FS",0,0
Egypt,0.617,MENA,South Sudan,0.411,"SSA, FS",0,0
Sierra Leone,0.601,SSA,Rep. of Korea,,,0,0
Nigeria,0.495,"SSA, FS",Bosnia and Herzegovina,0.753,CEE&CA,0,0
Morocco,0.668,MENA,Bosnia and Herzegovina,0.753,CEE&CA,0,0
Mongolia,0.799,EAP,Bosnia and Herzegovina,0.753,CEE&CA,0,0
Lebanon,0.575,"MENA, FS",Bosnia and Herzegovina,0.753,CEE&CA,0,0
Libya,0.608,"MENA, FS",Bosnia and Herzegovina,0.753,CEE&CA,0,0
Libya,0.608,"MENA, FS",South Sudan,0.411,"SSA, FS",0,0
Senegal,0.657,SSA,Rep. of Korea,,,0,0
Rwanda,0.624,SSA,Rep. of Korea,,,0,0
Russian Federation,0.718,CEE&CA,Rep. of Korea,,,0,0
Iran (Islamic Rep. of),0.608,SA,Bosnia and Herzegovina,0.753,CEE&CA,0,0
Stateless,,,South Sudan,0.411,"SSA, FS",0,0
India,0.607,SA,Bosnia and Herzegovina,0.753,CEE&CA,0,0
South Africa,0.648,SSA,Rep. of Korea,,,0,0
Yemen,0.323,"MENA, FS",South Sudan,0.411,"SSA, FS",0,0
Philippines,0.607,EAP,Rep. of Korea,,,0,0
Peru,0.701,LAC,Rep. of Korea,,,0,0
Ghana,0.639,SSA,Bosnia and Herzegovina,0.753,CEE&CA,0,0
Pakistan,0.462,SA,Rep. of Korea,,,0,0
Dem. Rep. of the Congo,0.583,"SSA, FS",Bosnia and Herzegovina,0.753,CEE&CA,0,0
Congo,0.583,"SSA, FS",Bosnia and Herzegovina,0.753,CEE&CA,0,0
China,0.685,EAP,Bosnia and Herzegovina,0.753,CEE&CA,0,0
Cameroon,0.451,"SSA, FS",Sudan,0.397,"MENA, FS",0,0
Bangladesh,0.526,SA,Bosnia and Herzegovina,0.753,CEE&CA,0,0
Nigeria,0.495,"SSA, FS",Rep. of Korea,,,0,0
Nepal,0.631,SA,Rep. of Korea,,,0,0
Algeria,0.621,MENA,Bosnia and Herzegovina,0.753,CEE&CA,0,0
Afghanistan,0.279,"SA, FS",Bosnia and Herzegovina,0.753,CEE&CA,0,0
Stateless,,,Brunei Darussalam,,,0,0
Jordan,0.686,MENA,Sudan,0.397,"MENA, FS",0,0
Myanmar,0.442,"EAP, FS",Rep. of Korea,,,0,0
Zambia,0.566,SSA,Brazil,0.632,LAC,0,0
Saudi Arabia,0.739,MENA,Sudan,0.397,"MENA, FS",0,0
United States of America,0.84,DC,Brazil,0.632,LAC,0,0
Uruguay,0.822,LAC,Brazil,0.632,LAC,0,0
Unknown ,,,Brazil,0.632,LAC,0,0
Morocco,0.668,MENA,Rep. of Korea,,,0,0
Mongolia,0.799,EAP,Rep. of Korea,,,0,0
Malaysia,0.738,EAP,Rep. of Korea,,,0,0
Mali,0.478,"SSA, FS",Rep. of Korea,,,0,0
Sri Lanka,0.706,SA,Rep. of Korea,,,0,0
Libya,0.608,"MENA, FS",Rep. of Korea,,,0,0
Haiti,0.399,"LAC, FS",Suriname,0.779,LAC,0,0
Nigeria,0.495,"SSA, FS",Suriname,0.779,LAC,0,0
Thailand,0.761,EAP,Brazil,0.632,LAC,0,0
Afghanistan,0.279,"SA, FS",Slovakia,0.797,CEE&CA,0,0
Algeria,0.621,MENA,Slovakia,0.797,CEE&CA,0,0
Angola,0.601,SSA,Slovakia,0.797,CEE&CA,0,0
Egypt,0.617,MENA,Slovakia,0.797,CEE&CA,0,0
Armenia,0.762,CEE&CA,Slovakia,0.797,CEE&CA,0,0
Azerbaijan,0.653,CEE&CA,Slovakia,0.797,CEE&CA,0,0
Burundi,0.407,"SSA, FS",Slovakia,0.797,CEE&CA,0,0
Belarus,0.739,CEE&CA,Slovakia,0.797,CEE&CA,0,0
Bosnia and Herzegovina,0.753,CEE&CA,Slovakia,0.797,CEE&CA,0,0
Bulgaria,0.814,CEE&CA,Slovakia,0.797,CEE&CA,0,0
Cambodia,0.667,EAP,Slovakia,0.797,CEE&CA,0,0
China,0.685,EAP,Slovakia,0.797,CEE&CA,0,0
Cameroon,0.451,"SSA, FS",Slovakia,0.797,CEE&CA,0,0
Dem. Rep. of the Congo,0.583,"SSA, FS",Slovakia,0.797,CEE&CA,0,0
Colombia,0.551,LAC,Slovakia,0.797,CEE&CA,0,0
Cuba,,,Slovakia,0.797,CEE&CA,0,0
State of Palestine,,,Slovakia,0.797,CEE&CA,0,0
United Kingdom of Great Britain and Northern Ireland,0.864,DC,Slovakia,0.797,CEE&CA,0,0
Georgia,0.798,CEE&CA,Slovakia,0.797,CEE&CA,0,0
India,0.607,SA,Slovakia,0.797,CEE&CA,0,0
Iran (Islamic Rep. of),0.608,SA,Slovakia,0.797,CEE&CA,0,0
Iraq,0.51,"MENA, FS",Slovakia,0.797,CEE&CA,0,0
Israel,0.697,DC,Slovakia,0.797,CEE&CA,0,0
Jordan,0.686,MENA,Slovakia,0.797,CEE&CA,0,0
Kazakhstan,0.722,CEE&CA,Slovakia,0.797,CEE&CA,0,0
Kyrgyzstan,0.697,CEE&CA,Slovakia,0.797,CEE&CA,0,0
Liberia,0.512,SSA,Slovakia,0.797,CEE&CA,0,0
Libya,0.608,"MENA, FS",Slovakia,0.797,CEE&CA,0,0
Lebanon,0.575,"MENA, FS",Slovakia,0.797,CEE&CA,0,0
Rep. of Moldova,0.821,CEE&CA,Slovakia,0.797,CEE&CA,0,0
Morocco,0.668,MENA,Slovakia,0.797,CEE&CA,0,0
Nigeria,0.495,"SSA, FS",Slovakia,0.797,CEE&CA,0,0
Pakistan,0.462,SA,Slovakia,0.797,CEE&CA,0,0
Romania,0.801,CEE&CA,Slovakia,0.797,CEE&CA,0,0
Russian Federation,0.718,CEE&CA,Slovakia,0.797,CEE&CA,0,0
Somalia,0.455,"MENA, FS",Slovakia,0.797,CEE&CA,0,0
Serbia and Kosovo: S/RES/1244 (1999),0.844,CEE&CA,Slovakia,0.797,CEE&CA,0,0
Viet Nam,0.721,EAP,Slovakia,0.797,CEE&CA,0,0
Stateless,,,Slovakia,0.797,CEE&CA,0,0
Syrian Arab Rep.,0.364,"MENA, FS",Slovakia,0.797,CEE&CA,0,0
Turkmenistan,0.72,CEE&CA,Slovakia,0.797,CEE&CA,0,0
Tunisia,0.671,MENA,Slovakia,0.797,CEE&CA,0,0
Türkiye,0.664,CEE&CA,Slovakia,0.797,CEE&CA,0,0
Uganda,0.587,SSA,Slovakia,0.797,CEE&CA,0,0
Unknown ,,,Slovakia,0.797,CEE&CA,0,0
United Rep. of Tanzania,0.624,SSA,Brazil,0.632,LAC,0,0
United States of America,0.84,DC,Slovakia,0.797,CEE&CA,0,0
Uzbekistan,0.674,CEE&CA,Slovakia,0.797,CEE&CA,0,0
Yemen,0.323,"MENA, FS",Slovakia,0.797,CEE&CA,0,0
Afghanistan,0.279,"SA, FS",Slovenia,0.889,CEE&CA,0,0
Algeria,0.621,MENA,Slovenia,0.889,CEE&CA,0,0
Egypt,0.617,MENA,Slovenia,0.889,CEE&CA,0,0
Liberia,0.512,SSA,Rep. of Korea,,,0,0
Kyrgyzstan,0.697,CEE&CA,Rep. of Korea,,,0,0
Burundi,0.407,"SSA, FS",Slovenia,0.889,CEE&CA,0,0
Belarus,0.739,CEE&CA,Slovenia,0.889,CEE&CA,0,0
Bosnia and Herzegovina,0.753,CEE&CA,Slovenia,0.889,CEE&CA,0,0
Canada,0.885,DC,Slovenia,0.889,CEE&CA,0,0
Cameroon,0.451,"SSA, FS",Slovenia,0.889,CEE&CA,0,0
Kenya,0.542,SSA,Rep. of Korea,,,0,0
Kazakhstan,0.722,CEE&CA,Rep. of Korea,,,0,0
Eritrea,,,Slovenia,0.889,CEE&CA,0,0
Ethiopia,0.516,"SSA, FS",Slovenia,0.889,CEE&CA,0,0
Gambia,0.528,SSA,Slovenia,0.889,CEE&CA,0,0
Switzerland,0.877,DC,Brazil,0.632,LAC,0,0
Ghana,0.639,SSA,Slovenia,0.889,CEE&CA,0,0
Iran (Islamic Rep. of),0.608,SA,Slovenia,0.889,CEE&CA,0,0
Iraq,0.51,"MENA, FS",Slovenia,0.889,CEE&CA,0,0
Sweden,0.924,DC,Brazil,0.632,LAC,0,0
Jordan,0.686,MENA,Slovenia,0.889,CEE&CA,0,0
Kazakhstan,0.722,CEE&CA,Slovenia,0.889,CEE&CA,0,0
Jordan,0.686,MENA,Rep. of Korea,,,0,0
Iraq,0.51,"MENA, FS",Rep. of Korea,,,0,0
Iran (Islamic Rep. of),0.608,SA,Rep. of Korea,,,0,0
Nepal,0.631,SA,Slovenia,0.889,CEE&CA,0,0
Nigeria,0.495,"SSA, FS",Slovenia,0.889,CEE&CA,0,0
Pakistan,0.462,SA,Slovenia,0.889,CEE&CA,0,0
Slovenia,0.889,CEE&CA,Brazil,0.632,LAC,0,0
Senegal,0.657,SSA,Slovenia,0.889,CEE&CA,0,0
Somalia,0.455,"MENA, FS",Slovenia,0.889,CEE&CA,0,0
Serbia and Kosovo: S/RES/1244 (1999),0.844,CEE&CA,Slovenia,0.889,CEE&CA,0,0
Stateless,,,Slovenia,0.889,CEE&CA,0,0
Sudan,0.397,"MENA, FS",Slovenia,0.889,CEE&CA,0,0
Indonesia,0.678,EAP,Rep. of Korea,,,0,0
Tunisia,0.671,MENA,Slovenia,0.889,CEE&CA,0,0
Türkiye,0.664,CEE&CA,Slovenia,0.889,CEE&CA,0,0
Unknown ,,,Slovenia,0.889,CEE&CA,0,0
Suriname,0.779,LAC,Brazil,0.632,LAC,0,0
United States of America,0.84,DC,Slovenia,0.889,CEE&CA,0,0
Yemen,0.323,"MENA, FS",Slovenia,0.889,CEE&CA,0,0
Afghanistan,0.279,"SA, FS",Eswatini,0.556,SSA,0,0
India,0.607,SA,Rep. of Korea,,,0,0
Sao Tome and Principe,0.62,"SSA, FS",Brazil,0.632,LAC,0,0
Stateless,,,Brazil,0.632,LAC,0,0
Viet Nam,0.721,EAP,Brazil,0.632,LAC,0,0
Serbia and Kosovo: S/RES/1244 (1999),0.844,CEE&CA,Brazil,0.632,LAC,0,0
Spain,0.862,DC,Brazil,0.632,LAC,0,0
Somalia,0.455,"MENA, FS",Brazil,0.632,LAC,0,0
Malawi,0.549,SSA,Eswatini,0.556,SSA,0,0
Cote d'Ivoire,0.589,SSA,Rep. of Korea,,,0,0
Romania,0.801,CEE&CA,Brazil,0.632,LAC,0,0
Portugal,0.861,DC,Brazil,0.632,LAC,0,0
Poland,0.854,CEE&CA,Brazil,0.632,LAC,0,0
Syrian Arab Rep.,0.364,"MENA, FS",Eswatini,0.556,SSA,0,0
United Rep. of Tanzania,0.624,SSA,Eswatini,0.556,SSA,0,0
Paraguay,0.768,LAC,Brazil,0.632,LAC,0,0
Unknown ,,,Eswatini,0.556,SSA,0,0
Zimbabwe,0.59,"SSA, FS",Eswatini,0.556,SSA,0,0
Panama,0.696,LAC,Brazil,0.632,LAC,0,0
Niger,0.492,"SSA, FS",Brazil,0.632,LAC,0,0
Netherlands (Kingdom of the),0.905,DC,Brazil,0.632,LAC,0,0
Namibia,0.608,SSA,Brazil,0.632,LAC,0,0
Haiti,0.399,"LAC, FS",Rep. of Korea,,,0,0
Guinea,0.527,SSA,Rep. of Korea,,,0,0
Ghana,0.639,SSA,Rep. of Korea,,,0,0
Malaysia,0.738,EAP,Brazil,0.632,LAC,0,0
Bahrain,0.765,MENA,Sweden,0.924,DC,0,0
Mexico,0.558,LAC,Brazil,0.632,LAC,0,0
Gambia,0.528,SSA,Rep. of Korea,,,0,0
Rep. of Moldova,0.821,CEE&CA,Brazil,0.632,LAC,0,0
Burkina Faso,0.507,"SSA, FS",Sweden,0.924,DC,0,0
Mauritania,0.475,SSA,Brazil,0.632,LAC,0,0
Latvia,0.884,CEE&CA,Brazil,0.632,LAC,0,0
Sri Lanka,0.706,SA,Brazil,0.632,LAC,0,0
Libya,0.608,"MENA, FS",Brazil,0.632,LAC,0,0
Ethiopia,0.516,"SSA, FS",Rep. of Korea,,,0,0
Canada,0.885,DC,Sweden,0.924,DC,0,0
Rep. of Korea,,,Brazil,0.632,LAC,0,0
Kazakhstan,0.722,CEE&CA,Brazil,0.632,LAC,0,0
Japan,0.866,DC,Brazil,0.632,LAC,0,0
Jordan,0.686,MENA,Brazil,0.632,LAC,0,0
Jamaica,0.703,LAC,Brazil,0.632,LAC,0,0
Italy,0.811,DC,Brazil,0.632,LAC,0,0
Israel,0.697,DC,Brazil,0.632,LAC,0,0
Indonesia,0.678,EAP,Brazil,0.632,LAC,0,0
Eritrea,,,Rep. of Korea,,,0,0
Hungary,0.832,CEE&CA,Brazil,0.632,LAC,0,0
Croatia,0.788,CEE&CA,Brazil,0.632,LAC,0,0
Dem. Rep. of the Congo,0.583,"SSA, FS",Rep. of Korea,,,0,0
Equatorial Guinea,,,Sweden,0.924,DC,0,0
Guatemala,0.561,LAC,Brazil,0.632,LAC,0,0
Greece,0.752,DC,Brazil,0.632,LAC,0,0
Cameroon,0.451,"SSA, FS",Rep. of Korea,,,0,0
Georgia,0.798,CEE&CA,Brazil,0.632,LAC,0,0
United Kingdom of Great Britain and Northern Ireland,0.864,DC,Brazil,0.632,LAC,0,0
China,0.685,EAP,Rep. of Korea,,,0,0
Gabon,0.679,SSA,Brazil,0.632,LAC,0,0
France,0.864,DC,Brazil,0.632,LAC,0,0
Finland,0.921,DC,Brazil,0.632,LAC,0,0
Guinea-Bissau,0.508,"SSA, FS",Sweden,0.924,DC,0,0
Greece,0.752,DC,Sweden,0.924,DC,0,0
French Guiana,,,Brazil,0.632,LAC,0,0
Equatorial Guinea,,,Brazil,0.632,LAC,0,0
Haiti,0.399,"LAC, FS",Sweden,0.924,DC,0,0
Dominica,,,Brazil,0.632,LAC,0,0
Cabo Verde,0.741,SSA,Brazil,0.632,LAC,0,0
Costa Rica,0.824,LAC,Brazil,0.632,LAC,0,0
Congo,0.583,"SSA, FS",Brazil,0.632,LAC,0,0
Chile,0.739,LAC,Brazil,0.632,LAC,0,0
Indonesia,0.678,EAP,Sweden,0.924,DC,0,0
Canada,0.885,DC,Brazil,0.632,LAC,0,0
Bulgaria,0.814,CEE&CA,Brazil,0.632,LAC,0,0
Israel,0.697,DC,Sweden,0.924,DC,0,0
Cambodia,0.667,EAP,Rep. of Korea,,,0,0
Jamaica,0.703,LAC,Sweden,0.924,DC,0,0
Botswana,0.658,SSA,Brazil,0.632,LAC,0,0
Brazil,0.632,LAC,Rep. of Korea,,,0,0
Bhutan,0.673,SA,Brazil,0.632,LAC,0,0
Belarus,0.739,CEE&CA,Rep. of Korea,,,0,0
Rep. of Korea,,,Sweden,0.924,DC,0,0
Bangladesh,0.526,SA,Rep. of Korea,,,0,0
Belgium,0.912,DC,Brazil,0.632,LAC,0,0
Burundi,0.407,"SSA, FS",Rep. of Korea,,,0,0
Armenia,0.762,CEE&CA,Brazil,0.632,LAC,0,0
Egypt,0.617,MENA,Rep. of Korea,,,0,0
Andorra,,,Brazil,0.632,LAC,0,0
Algeria,0.621,MENA,Brazil,0.632,LAC,0,0
Latvia,0.884,CEE&CA,Sweden,0.924,DC,0,0
Mauritania,0.475,SSA,Sweden,0.924,DC,0,0
Albania,0.731,CEE&CA,Brazil,0.632,LAC,0,0
Uganda,0.587,SSA,Botswana,0.658,SSA,0,0
Algeria,0.621,MENA,Rep. of Korea,,,0,0
Afghanistan,0.279,"SA, FS",Rep. of Korea,,,0,0
Uruguay,0.822,LAC,Bolivia (Plurinational State of),0.701,LAC,0,0
Ukraine,0.645,"CEE&CA, FS",Bolivia (Plurinational State of),0.701,LAC,0,0
Syrian Arab Rep.,0.364,"MENA, FS",Bolivia (Plurinational State of),0.701,LAC,0,0
Russian Federation,0.718,CEE&CA,Bolivia (Plurinational State of),0.701,LAC,0,0
Peru,0.701,LAC,Bolivia (Plurinational State of),0.701,LAC,0,0
Paraguay,0.768,LAC,Bolivia (Plurinational State of),0.701,LAC,0,0
Yemen,0.323,"MENA, FS",Kyrgyzstan,0.697,CEE&CA,0,0
Pakistan,0.462,SA,Bolivia (Plurinational State of),0.701,LAC,0,0
Nigeria,0.495,"SSA, FS",Bolivia (Plurinational State of),0.701,LAC,0,0
Dem. Rep. of the Congo,0.583,"SSA, FS",Israel,0.697,DC,0,0
Iraq,0.51,"MENA, FS",Bolivia (Plurinational State of),0.701,LAC,0,0
Cote d'Ivoire,0.589,SSA,Bolivia (Plurinational State of),0.701,LAC,0,0
Ecuador,0.612,LAC,Bolivia (Plurinational State of),0.701,LAC,0,0
Cuba,,,Bolivia (Plurinational State of),0.701,LAC,0,0
Colombia,0.551,LAC,Bolivia (Plurinational State of),0.701,LAC,0,0
Chile,0.739,LAC,Bolivia (Plurinational State of),0.701,LAC,0,0
Brazil,0.632,LAC,Bolivia (Plurinational State of),0.701,LAC,0,0
Argentina,0.791,LAC,Bolivia (Plurinational State of),0.701,LAC,0,0
Unknown ,,,Kyrgyzstan,0.697,CEE&CA,0,0
Tajikistan,0.685,CEE&CA,Belarus,0.739,CEE&CA,0,0
Lebanon,0.575,"MENA, FS",Belarus,0.739,CEE&CA,0,0
Ethiopia,0.516,"SSA, FS",Belarus,0.739,CEE&CA,0,0
Colombia,0.551,LAC,Israel,0.697,DC,0,0
Turkmenistan,0.72,CEE&CA,Kyrgyzstan,0.697,CEE&CA,0,0
Syrian Arab Rep.,0.364,"MENA, FS",Burkina Faso,0.507,"SSA, FS",0,0
Cote d'Ivoire,0.589,SSA,Burkina Faso,0.507,"SSA, FS",0,0
Cabo Verde,0.741,SSA,Israel,0.697,DC,0,0
Cameroon,0.451,"SSA, FS",Burkina Faso,0.507,"SSA, FS",0,0
South Africa,0.648,SSA,Bahamas,,,0,0
Dominican Rep.,0.675,LAC,Israel,0.697,DC,0,0
Jamaica,0.703,LAC,Bahamas,,,0,0
Cuba,,,Bahamas,,,0,0
Cameroon,0.451,"SSA, FS",Bahamas,,,0,0
Stateless,,,Kyrgyzstan,0.697,CEE&CA,0,0
State of Palestine,,,Bangladesh,0.526,SA,0,0
Togo,0.562,SSA,Sweden,0.924,DC,0,0
Afghanistan,0.279,"SA, FS",Bangladesh,0.526,SA,0,0
Somalia,0.455,"MENA, FS",Benin,0.587,SSA,0,0
Rwanda,0.624,SSA,Benin,0.587,SSA,0,0
Pakistan,0.462,SA,Benin,0.587,SSA,0,0
Lebanon,0.575,"MENA, FS",Benin,0.587,SSA,0,0
Uruguay,0.822,LAC,Sweden,0.924,DC,0,0
Liberia,0.512,SSA,Benin,0.587,SSA,0,0
Iraq,0.51,"MENA, FS",Kyrgyzstan,0.697,CEE&CA,0,0
Eritrea,,,Benin,0.587,SSA,0,0
Ecuador,0.612,LAC,Israel,0.697,DC,0,0
State of Palestine,,,Kyrgyzstan,0.697,CEE&CA,0,0
Afghanistan,0.279,"SA, FS",Benin,0.587,SSA,0,0
Eritrea,,,Israel,0.697,DC,0,0
Trinidad and Tobago,0.685,LAC,Belgium,0.912,DC,0,0
Ethiopia,0.516,"SSA, FS",Israel,0.697,DC,0,0
Gambia,0.528,SSA,Israel,0.697,DC,0,0
Ukraine,0.645,"CEE&CA, FS",Kenya,0.542,SSA,0,0
Georgia,0.798,CEE&CA,Israel,0.697,DC,0,0
Lithuania,0.887,CEE&CA,Belgium,0.912,DC,0,0
Lao People's Dem. Rep.,0.698,EAP,Belgium,0.912,DC,0,0
Kuwait,0.723,MENA,Belgium,0.912,DC,0,0
Rep. of Korea,,,Belgium,0.912,DC,0,0
Japan,0.866,DC,Belgium,0.912,DC,0,0
Jamaica,0.703,LAC,Belgium,0.912,DC,0,0
Bolivia (Plurinational State of),0.701,LAC,Switzerland,0.877,DC,0,0
Hungary,0.832,CEE&CA,Belgium,0.912,DC,0,0
Croatia,0.788,CEE&CA,Belgium,0.912,DC,0,0
Bulgaria,0.814,CEE&CA,Switzerland,0.877,DC,0,0
"China, Hong Kong SAR",0.685,EAP,Belgium,0.912,DC,0,0
Canada,0.885,DC,Switzerland,0.877,DC,0,0
Ghana,0.639,SSA,Israel,0.697,DC,0,0
Czechia,0.832,CEE&CA,Belgium,0.912,DC,0,0
Canada,0.885,DC,Belgium,0.912,DC,0,0
Haiti,0.399,"LAC, FS",Israel,0.697,DC,0,0
Syrian Arab Rep.,0.364,"MENA, FS",Kenya,0.542,SSA,0,0
Uganda,0.587,SSA,Burundi,0.407,"SSA, FS",0,0
Somalia,0.455,"MENA, FS",Burundi,0.407,"SSA, FS",0,0
South Africa,0.648,SSA,Burundi,0.407,"SSA, FS",0,0
Cote d'Ivoire,0.589,SSA,Israel,0.697,DC,0,0
Stateless,,,Kenya,0.542,SSA,0,0
Dominican Rep.,0.675,LAC,Switzerland,0.877,DC,0,0
India,0.607,SA,Israel,0.697,DC,0,0
Iran (Islamic Rep. of),0.608,SA,Israel,0.697,DC,0,0
Jordan,0.686,MENA,Bahrain,0.765,MENA,0,0
Iraq,0.51,"MENA, FS",Israel,0.697,DC,0,0
Sri Lanka,0.706,SA,Kenya,0.542,SSA,0,0
Jamaica,0.703,LAC,Israel,0.697,DC,0,0
Libya,0.608,"MENA, FS",Azerbaijan,0.653,CEE&CA,0,0
Cote d'Ivoire,0.589,SSA,Kenya,0.542,SSA,0,0
Kazakhstan,0.722,CEE&CA,Israel,0.697,DC,0,0
Kenya,0.542,SSA,Israel,0.697,DC,0,0
Kyrgyzstan,0.697,CEE&CA,Israel,0.697,DC,0,0
Dem. People's Rep. of Korea,,,Israel,0.697,DC,0,0
Thailand,0.761,EAP,Austria,0.898,DC,0,0
